reviews,sentiments,ratings
"According to my Experiance This smartphone is targeted to those people who are interested to use the bigger display with Amoled panale with 120 Hrz display

👉No Doubt about the performance of Dimancity 7050 6nm chipset, it gives me 30 fps in heavy game and gave 35 fps in Shadow Fight 3

👉The camera is not so bad but not best.It's capability about 4k recording in 30 fps is so interesting and stable video in 1080p at 60 fps

👉45 wat superbook chargee can charge the phone in 1hr 10 min approx...
READ MORE",Best in the market!,5.0
Phone is very good. Fast charge. Best performance. Good looking phone.,Awesome,5.0
"Superb performance
Amazing display
Battery backup 10hr on normal usage
Fast charger just 1hr for full charge
Camera little disappointing
Ondisplay Finger lock work fine
Normal double speaker",Must buy!,5.0
This phone looks like awesome. You can easily purchase it. Battery is good to performance. Camera quality is just okay.,Highly recommended,5.0
Lovely..... My first day of this mobile.,Must buy!,5.0
"Camera is above avarage 6/10
Display good but little lag in hdr 9/10
Battery good 8/10
Parformance excellent 10/10",Fabulous!,5.0
After a lot of effort I didn't get 5g network on this phone normally everything is ok if anyone is facing the same problem plz like my review,Decent product,3.0
"issues:- 1. battery draining fast
2. The camera is below average
Specially night low light condition photography is like VGA camera... I must say very bad",Does the job,3.0
"GOOD PRODUCT BY REALMI
GOOD DISPLAY",Worth the money,4.0
Phone performance is awesome 👍,Wonderful,5.0
"Everything is nice😍😍,camera is average",Simply awesome,5.0
"Value for money product 🌟🌟🌟🌟🌟
Best performance is given by this device under 15k 🤩🤩",Fabulous!,5.0
"Camera - 9.5/10✅
Battery - 10/10✅
Gaming - 10/10✅
Best ever all rounder phone under 16k💲
Highly recommended ✅",Brilliant,5.0
I am the first person to post the review. The phone is good on this price.,Delightful,4.0
Nice phone but heat problem all fine,Awesome,5.0
"Design...9/10
Performance...9/10
Battery...8.5/10
Camera...7.5/10
Charging...8/10
Awesome phone at this price...I got it @14798 after UPI 250 discount and festive offer @1000 off...
Amoled display with 120 hz refresh rate... And Dimensity 7050 at this price no one can offer you...stereo speak volume is low...overall Realme P1 is value for money....",Good quality product,4.0
"After 4 Days of Usage :

Camera - Average (Portraits will Impress)
Processor - Very Fast (Good)
Sound(Dual Speaker) - Awesome (You can feel like Dolby)
ROM - Upto 30GB will Occupy with Apps out of 128GB
RAM - Smooth Handling
Design - Premium
Display - Superb

Overall Rating : 4",Value-for-money,4.0
"The design of the phone is the minus point. Especially the camera array at the back. Why fake like there's 4 Cameras when there is just ONE! Only one. They could have easily fitted an ultrawide sensor instead of the Useless depth sensor.
The processor does the job ,isn't very powerful or something as the naming seems to suggest but the storage and Ram is good for the Pr.
The display is good. The main camera is mediocre at best. The front camera , no complaints.
The haptics is good for th...
READ MORE",Delightful,4.0
Almose is god .,Value-for-money,4.0
"Overall quality is good but sometimes some features doesn't work well like hotspot don't give speed to other devices...
If you use it heavily it freezes for sometime and goes completely blank..",Really Nice,4.0
"Camera avarage,design good 😊,best performance at the price, battery good,

5/4.6",Very Good,4.0
"Performance is good , camera is moderate but lacks ultra photo mode..",Pretty good,4.0
Good quality 👍,Nice product,4.0
"Cemra 4 /5
Battery 4.5 /5
Performance 5/5
Look 4/5
Good phone",Good quality product,4.0
"All over is ok but !camera quality is not improved.

Overall is balance ⚖️ phone",Worth the money,4.0
"Processor is superfast.
Rear Camera is mediocre (3/5)
Front camera is okay (4/5)
Display (5/5)
Charging speed is superfast (45 min from 25 to 100% )
Speaker is loud and produce accurate balanced sound.
Network speed is also good.
Overall value for money product. Satisfied for price (5/5).",Nice product,4.0
very good product,Good choice,4.0
"Its a absolutely value for money phone
Camera is average
Otherwise its an good option for looking 15 k phones",Good choice,4.0
It's budget friendly smartphone with good design and performance. Camera is also good. Battery life avarage.. overall a good product under 20k,Really Nice,4.0
Product is a very good but bettery performance not good and camera quality as a normal,Delightful,4.0
It is a nice product in this price segment.but the camera can be improved..and sound is not that loud,Good choice,4.0
thank you realme and Flipkart,Must buy!,5.0
"Worst camera.
Jio phone is better than this in picture quality.
Please fix it with updates",Wonderful,5.0
"Good at this price range, but same option narzo 70 5g and other option",Excellent,5.0
Best Ever In This Budget Under 15k. This Phone Is Allrounder,Fabulous!,5.0
"Value for money 💰 🔥
BGMI 🔥
CAMERA 🔥
BATTERY 🔋 🔥
CHARGING 🔥
DESIGN 🔥
5G SPEED 🔥",Perfect product!,5.0
"Awesome product, all good and excellent.",Super!,5.0
"Great phone, decent front camera, rear camera is best, battery is decent
Best phone in this segment.
Go for it undoubtedly..",Awesome,5.0
So Sweet Phone Mast Hai Very Nice 👍,Highly recommended,5.0
"Battary- 4/5
Display - 5/5
Peacock green design is very good.
Charging- 5/5
Performance - 5/5",Best in the market!,5.0
Camera is way much better in this segment than this but if you seek for a gaming phone with better battery life under 15k.then it's a must buy for you,Terrific,5.0
"Realme p1 good phone📱
Very good👍👍",Must buy!,5.0
This budget is available for best mobile .All function work is very good but display glass use necessary new mobile for good display. Must use new temper glass.,Awesome,5.0
Good and affordable price range.,Mind-blowing purchase,5.0
Bast phone for price,Awesome,5.0
Most beautiful ❤️❤️❤️,Terrific purchase,5.0
Camera is good 😊😊,Simply awesome,5.0
"Excellent realme but battery backup normal
Performance excellent.",Awesome,5.0
Best mobile in 15000,Excellent,5.0
Very good 👍👍👍,Fabulous!,5.0
Good phone but dision normal batrey drein,Wonderful,5.0
Good Mobile Phone This Price Range ❤️❤️,Just wow!,5.0
Regarding this price it's a best Mobile,Classy product,5.0
Touch display and battery is awesome and I charged phone to 100% yesterday and after moderate use today it is 67% now I think it's pretty good and I use wifi as well 5g network.,Best in the market!,5.0
Fantastic mobile worth of money,Awesome,5.0
"Superb mobile in 15k

Camera: 5/3
Performance:5/5
Design:5/5
Display:5/5
Battery:5/4",Great product,5.0
Camera and display is awesome.Just grab the deal,Just wow!,5.0
"Very nice phone with so good performance can play every game very smoothly without any lag games like (bgmi,free fire, cod,mlbb,lol, genshin impact etc.",Simply awesome,5.0
Nice 👍.,Awesome,5.0
"Very nice product 👍
In display fingerprint price range is good 😊",Awesome,5.0
Value for money 👍👍,Perfect product!,5.0
"It's wonderful phone but if u are a photo lover then u make sure this ph has ai cam setup. So u will be disappointed. But if u are a gamer like me, then u may satisfied with this ph.",Terrific,5.0
"Camera 📷 quality is 10/10
The processor 🤖 works smoothly.
Battery and design are elegant.
Although you must buy a very unique product by Realme.
Bought for my sister she loved it.
Thanks FT 🤙🏼",Brilliant,5.0
All performance good👍,Super!,5.0
Great value for money product. 6/128 gb variant at 15k is best in competition. realme UI 5.0 is far far better than my 7 years of experience with redmi UI. TOTALLY worth the purchase.,Excellent,5.0
Good Product,Terrific,5.0
Nice...,Simply awesome,5.0
Best phone under 15k ... just go for it,Worth every penny,5.0
Nicee best phone under 15k,Fabulous!,5.0
Best phone in this price segment..just go for it,Just wow!,5.0
Exelent phone but camera dizine routeen.,Just wow!,5.0
Just perfect at this prize range....,Terrific,5.0
"Display so good
Camera quality awesome
Sound quality stereo speaker proper
Performance smart phone",Just wow!,5.0
Best performance .... camara average.... battery 🔋🔋🔋🔋 good.....,Must buy!,5.0
Very nice product. I am so happy,Great product,5.0
Very good phone,Terrific purchase,5.0
Nice 👍🏻,Just wow!,5.0
Very nice phone,Terrific purchase,5.0
camera on this phone gives best pictures with the 50MP camera,Simply awesome,5.0
Camera is average but other performance is best,Wonderful,5.0
"Overall a good phone but there are some heating issues.
Battery consumption is very fast.
Phone heating After 10-15 minutes use.",Not good,2.0
"Camera is 4/5 coz of in this price range
Display is clear crystal 5/5
Battery is ok Ok ok 3.5/5 but it takes 1h 10 m to fully charged
Performance is pretty good 4.5/5
I really disappointed with no animations in display its really feel like cheap 🤡
Overall phone is Good 👍",Very Good,4.0
Selfie camera is very poor 🥲🥲,Decent product,3.0
"I am writing this review after 20 days
The battery is draining fast and the charging is slow after recent update
The thermals are still not under control
In game like bgmi there is no fps stability
The fps are around 50 to 55 and most of times it fluctuate to 30 35 during fights.
Real disappointment from performance of bgmi like it couldn't handle it softly.
Battery performance camera they all are decent
Display is out of level 10/10",Fair,3.0
"Very poor battery performance
Overall good 👍",Does the job,3.0
"Not battery backup fast down
Not fast charging",Awesome,3.0
Cemera quality is normal,Does the job,3.0
Value for money.,Excellent,4.0
"Battery 4/5
Camera 4/5
Design 5/5
Thanks for filpkart Delivery 🚚 Very good 👍 😊
Speaker 5/5
Performance Good 😊👍",Nice product,4.0
This price range best phone 🤩,Good quality product,4.0
Powerful possessor camera is osm 📞📷,Pretty good,4.0
"This phone performance is good.
But, the camera is so so..",Value-for-money,4.0
Nice look,Value-for-money,4.0
Very nice 👌,Great product,5.0
"Phone freezes and many apps, especially social media, in this particular phone stop suddenly at times. They start functionally working Only after reinstallation which is time taking due to huge backup and leads to data loss.",Fair,3.0
Good 👍 👍,Fabulous!,5.0
Speaker sound is not good,Decent product,3.0
Average... Speaker quality is at compromise level,Just okay,3.0
"Nice mobile ,good performance, camera also good with good battery backup.",Just okay,5.0
It's good product. And thanks you Flipkart...,Perfect product!,5.0
Very good phone 😊😊i m really happy to buy,Must buy!,5.0
