reviews,sentiments,ratings
5Nice product 😘 super so nice,Nice product 😘 super so nice,5
"5Very nice, liked it, good for both summer and winter, go for it","Very nice, liked it, good for both summer and winter, go for it",5
"4Stich quality is good.
Fabric is little stretch type.
Fabric is thin.

Overall good for this price.","Stich quality is good.
Fabric is little stretch type.
Fabric is thin.

Overall good for this price.",4
4Perfect fit,Perfect fit,4
4This Trackpant is awesome 😎 and good product and good quality...,This Trackpant is awesome 😎 and good product and good quality...,4
3Very light cloth,Very light cloth,3
"5Excellent, nice fitting, good quality","Excellent, nice fitting, good quality",5
4Black good 👍 blue 🔵 not fit,Black good 👍 blue 🔵 not fit,4
4Very nice product vebnor ❤️,Very nice product vebnor ❤️,4
5Nice and good value for money....,Nice and good value for money....,5
5Thanks flipkart and vebnor for this amazing product..also its fitting nicely and trendy 😘at this price range its a superb product.i prefer to everyone go for it .....✌️✌️,Thanks flipkart and vebnor for this amazing product..also its fitting nicely and trendy 😘at this price range its a superb product.i prefer to everyone go for it .....✌️✌️,5
3Super but length is short,Super but length is short,3
5Good product and good quality thank u flipkart 🤗🤗🤗🤗,Good product and good quality thank u flipkart 🤗🤗🤗🤗,5
"5Superb quality 💖
I love this product ❤️","Superb quality 💖
I love this product ❤️",5
5Just an amazing product go for it,Just an amazing product go for it,5
5Very nice product I am happy byy now all users,Very nice product I am happy byy now all users,5
5Good quality track pants so must buy,Good quality track pants so must buy,5
5Sooo nice,Sooo nice,5
3Gud But Price Is Higher As Per Quality,Gud But Price Is Higher As Per Quality,3
3Print comes out in one wash...,Print comes out in one wash...,3
4Fitting is good.. Feels comfortable while wearing... Good product at this price range,Fitting is good.. Feels comfortable while wearing... Good product at this price range,4
5Very nice fitting good quality cloth.,Very nice fitting good quality cloth.,5
5Very good product tqxx,Very good product tqxx,5
"4Worth, really nice, satisfying.","Worth, really nice, satisfying.",4
5Cloth quality is good.over all value for money,Cloth quality is good.over all value for money,5
"5Very good quality in this prize under 500 2 quantity, smooth and high quality material.","Very good quality in this prize under 500 2 quantity, smooth and high quality material.",5
5Sexy looking,Sexy looking,5
"5Good product I love product
Good words","Good product I love product
Good words",5
5Nice purchase get to high fy,Nice purchase get to high fy,5
5Nice product bro,Nice product bro,5
4Nice 😊,Nice 😊,4
5Good getting,Good getting,5
"4Green is better than black

Very good as asspcted","Green is better than black

Very good as asspcted",4
"4Amazing 😍 product 🙂
10/10","Amazing 😍 product 🙂
10/10",4
4Good and very comfortable,Good and very comfortable,4
"4Very good,
Value for money.","Very good,
Value for money.",4
4It's good for the Gym or any sports activities but if you're purchasing it for regular use like sleeping while wearing it or keep it for an entire day in the summers then this is not for it. It will start sweating and your skin will start itching after 3 to 4 hours due to summer heat but if you're purchasing it for the Gym or any sports activities then you can go for it.,It's good for the Gym or any sports activities but if you're purchasing it for regular use like sleeping while wearing it or keep it for an entire day in the summers then this is not for it. It will start sweating and your skin will start itching after 3 to 4 hours due to summer heat but if you're purchasing it for the Gym or any sports activities then you can go for it.,4
5Super lovar,Super lovar,5
5Nice black track pant I am happy,Nice black track pant I am happy,5
"5Perfect 👌 for Running 🏃
I love this Product
But While i receive the lag rubber is not feet
Please feet rubber
But Great Quality","Perfect 👌 for Running 🏃
I love this Product
But While i receive the lag rubber is not feet
Please feet rubber
But Great Quality",5
5Super 😍😍😎😎😎,Super 😍😍😎😎😎,5
5Superb ❤️❤️❤️❤️❤️,Superb ❤️❤️❤️❤️❤️,5
4Actually it is very good,Actually it is very good,4
4Nice but black color is not good when there is blue,Nice but black color is not good when there is blue,4
4Fit and best quality,Fit and best quality,4
5Good pant,Good pant,5
5Nice product and camfteble,Nice product and camfteble,5
5Awesome Product is best,Awesome Product is best,5
5Over all good product,Over all good product,5
"5Awesome track pant, clothe was Stretchable.
Nice fitting and good quality 😍","Awesome track pant, clothe was Stretchable.
Nice fitting and good quality 😍",5
3Stitching quality and nice cloth small difference in size but valuable for money,Stitching quality and nice cloth small difference in size but valuable for money,3
5Best product so I m very happy,Best product so I m very happy,5
5I likes,I likes,5
3Nice product 👍,Nice product 👍,3
5This product is nice 👌 👍,This product is nice 👌 👍,5
4Better product,Better product,4
5Very nice t-shirt,Very nice t-shirt,5
5Wow so good fabric,Wow so good fabric,5
5Original cotton,Original cotton,5
5Best qualities...,Best qualities...,5
5Beautiful products. Thanks Flipkart,Beautiful products. Thanks Flipkart,5
5Mast prodacut is sandar,Mast prodacut is sandar,5
5Quality is good,Quality is good,5
5It is good quality,It is good quality,5
5It's good product,It's good product,5
4Osam product nice fabric good 👍,Osam product nice fabric good 👍,4
5Super product very nice,Super product very nice,5
4Amezing,Amezing,4
2Too large,Too large,2
5Best quality. 100% cotton .Very nice product,Best quality. 100% cotton .Very nice product,5
4Very nice 👍,Very nice 👍,4
4The product is not suitable for me and my personality ..,The product is not suitable for me and my personality ..,4
4Very Good Product,Very Good Product,4
1I am not satisfied,I am not satisfied,1
5Lovely prodact,Lovely prodact,5
5Product quantity is very good,Product quantity is very good,5
5Good size,Good size,5
"5Nice product, comfortable and looking nice!","Nice product, comfortable and looking nice!",5
5Very very good product,Very very good product,5
2Not cotton,Not cotton,2
1This is waste,This is waste,1
2Thread is not good .....The cloth is getting stretched after few days,Thread is not good .....The cloth is getting stretched after few days,2
3Very,Very,3
3Ok ok product.....after wearing this it feels too hot,Ok ok product.....after wearing this it feels too hot,3
2Average product,Average product,2
5Best in this price,Best in this price,5
"1Plz don't buy this product
(M) Size (XL) like this","Plz don't buy this product
(M) Size (XL) like this",1
3Size to long,Size to long,3
3Big size,Big size,3
1This is not perfect,This is not perfect,1
5It's very good but price is more,It's very good but price is more,5
5Nice prodect,Nice prodect,5
2Size too much big,Size too much big,2
1Very very bad product 😭😭😭,Very very bad product 😭😭😭,1
4Very good product.material is awesome.it gives u a upmarket look,Very good product.material is awesome.it gives u a upmarket look,4
5Just awesome 😎👍,Just awesome 😎👍,5
5Best Quality product,Best Quality product,5
5Nice product and good delivery,Nice product and good delivery,5
5Love 🥰😘,Love 🥰😘,5
5Very good and attractive product,Very good and attractive product,5
"1Don't Purchase, Totally wasted of money","Don't Purchase, Totally wasted of money",1
4it's very nice,it's very nice,4
5Nice colour this product exllent,Nice colour this product exllent,5
3This product is not pure cotton,This product is not pure cotton,3
5Good product 👍👍👍,Good product 👍👍👍,5
5So cute 🥰🥰,So cute 🥰🥰,5
5Perfect fit,Perfect fit,5
4Very nice 👍🏻,Very nice 👍🏻,4
5Terrific Buy. Must Purchase it.,Terrific Buy. Must Purchase it.,5
5Great product.. under my white collection,Great product.. under my white collection,5
5This product is very good...,This product is very good...,5
4Quality ok,Quality ok,4
5Quality so good . Soft.,Quality so good . Soft.,5
3Not good as advertised and claimed..,Not good as advertised and claimed..,3
4Nice cool socks 🧦,Nice cool socks 🧦,4
5Good for the cost,Good for the cost,5
3Not full cotton. It was okay . Not so good not so bad . But unsatisfied . Also overpriced . Don’t go for it .,Not full cotton. It was okay . Not so good not so bad . But unsatisfied . Also overpriced . Don’t go for it .,3
4Liked it and good product but little expensive.,Liked it and good product but little expensive.,4
5very much soft from inside so comfort is good,very much soft from inside so comfort is good,5
5Nice 👍 product,Nice 👍 product,5
5Awesome product 👍. Best quality,Awesome product 👍. Best quality,5
5Good For Footballer Also 😃.,Good For Footballer Also 😃.,5
"5A very nice product
I love it","A very nice product
I love it",5
5Supper,Supper,5
5Good socks,Good socks,5
5Very soft good quality material very good quality ossum thanks 😊,Very soft good quality material very good quality ossum thanks 😊,5
5Good 👍 Quality ✨✨✨,Good 👍 Quality ✨✨✨,5
2THE ELASTIC DOESN'T LAST LONG,THE ELASTIC DOESN'T LAST LONG,2
2Material quality doesn't last even 15 washes. The elastic quality is poor. Overall it isn't suited for regular use.,Material quality doesn't last even 15 washes. The elastic quality is poor. Overall it isn't suited for regular use.,2
2Product quality is poor and below standards,Product quality is poor and below standards,2
2Very worst product. Get torned,Very worst product. Get torned,2
2This product is really dad... Not recommend,This product is really dad... Not recommend,2
